OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,POC,FAA_ID,Floor,Ceiling,County,Shape__Area,Shape__Length
941,DOD,AFGSC,F.E.Warren,F.E.Warren M-6,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren M-6,Surface,400' AGL,LOGAN,6.68885149934795e-07,0.00327400027083513
942,DOD,AFGSC,F.E.Warren,F.E.Warren M-7,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren M-7,Surface,400' AGL,WELD,6.68884240440093e-07,0.00327399827085628
943,DOD,AFGSC,F.E.Warren,F.E.Warren M-8,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren M-8,Surface,400' AGL,LOGAN,6.68886968924198e-07,0.00327400027083513
944,DOD,AFGSC,F.E.Warren,F.E.Warren M-9,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren M-9,Surface,400' AGL,WELD,6.68886968924198e-07,0.00327400027083513
945,DOD,AFGSC,F.E.Warren,F.E.Warren M-10,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren M-10,Surface,400' AGL,WELD,6.68886968924198e-07,0.00327400027094882
946,DOD,AFGSC,F.E.Warren,F.E.Warren M-11,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren M-11,Surface,400' AGL,LOGAN,6.69737346470356e-07,0.00327600027094377
947,DOD,AFGSC,F.E.Warren,F.E.Warren N-1,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-1,Surface,400' AGL,WELD,6.69737346470356e-07,0.00327600027117114
948,DOD,AFGSC,F.E.Warren,F.E.Warren N-2,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-2,Surface,400' AGL,WELD,6.69736436975654e-07,0.00327600027117114
949,DOD,AFGSC,F.E.Warren,F.E.Warren N-3,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-3,Surface,400' AGL,WELD,6.69799192110077e-07,0.00327599827107861
950,DOD,AFGSC,F.E.Warren,F.E.Warren N-4,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-4,Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600027105746
951,DOD,AFGSC,F.E.Warren,F.E.Warren N-5,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-5,Surface,400' AGL,WELD,6.6980101109948e-07,0.00327600027105746
952,DOD,AFGSC,F.E.Warren,F.E.Warren N-6,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-6,Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600027105746
953,DOD,AFGSC,F.E.Warren,F.E.Warren N-7,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-7,Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600027105746
954,DOD,AFGSC,F.E.Warren,F.E.Warren N-8,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-8,Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600027105746
955,DOD,AFGSC,F.E.Warren,F.E.Warren N-9,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-9,Surface,400' AGL,WELD,5.20951380167389e-06,0.00919199876045695
956,DOD,AFGSC,F.E.Warren,F.E.Warren N-10,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-10,Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600027105746
957,DOD,AFGSC,F.E.Warren,F.E.Warren N-11,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren N-11,Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600027105746
958,DOD,AFGSC,F.E.Warren,F.E.Warren O-1,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-1,Surface,400' AGL,WELD,5.21560650668107e-06,0.00919799876101024
959,DOD,AFGSC,F.E.Warren,F.E.Warren O-2,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-2,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027116609
960,DOD,AFGSC,F.E.Warren,F.E.Warren O-3,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-3,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027116609
961,DOD,AFGSC,F.E.Warren,F.E.Warren O-4,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-4,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027127978
962,DOD,AFGSC,F.E.Warren,F.E.Warren O-5,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-5,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027116609
963,DOD,AFGSC,F.E.Warren,F.E.Warren O-6,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-6,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027116609
964,DOD,AFGSC,F.E.Warren,F.E.Warren O-7,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-7,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027127978
965,DOD,AFGSC,F.E.Warren,F.E.Warren O-8,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-8,Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800027116609
966,DOD,AFGSC,F.E.Warren,F.E.Warren O-9,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-9,Surface,400' AGL,WELD,6.7149903770769e-07,0.00328000027138842
967,DOD,AFGSC,F.E.Warren,F.E.Warren O-10,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-10,Surface,400' AGL,WELD,6.71500856697094e-07,0.00328000027138842
968,DOD,AFGSC,F.E.Warren,F.E.Warren O-11,G,NATIONAL SECURITY,CO,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, FE Warren: 307-773-3921",20170810-DOD-F.E.Warren-F.E.Warren O-11,Surface,400' AGL,WELD,6.71500856697094e-07,0.00328000027138842
969,DOD,AFGSC,Malmstrom,Malmstrom A-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-1,Surface,400' AGL,CASCADE,8.56494807521813e-07,0.0037020003063617
970,DOD,AFGSC,Malmstrom,Malmstrom A-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-2,Surface,400' AGL,CASCADE,8.57412487675902e-07,0.00370400030647033
971,DOD,AFGSC,Malmstrom,Malmstrom A-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-3,Surface,400' AGL,JUDITH BASIN,8.58331077324692e-07,0.00370600030657897
972,DOD,AFGSC,Malmstrom,Malmstrom A-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-4,Surface,400' AGL,JUDITH BASIN,8.58331077324692e-07,0.00370600030657897
973,DOD,AFGSC,Malmstrom,Malmstrom A-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-5,Surface,400' AGL,CASCADE,6.09511698712595e-06,0.0100660008328077
974,DOD,AFGSC,Malmstrom,Malmstrom A-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-6,Surface,400' AGL,CASCADE,8.58329258335289e-07,0.00370599830671381
975,DOD,AFGSC,Malmstrom,Malmstrom A-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-7,Surface,400' AGL,CASCADE,8.59246938489378e-07,0.0037080003068013
976,DOD,AFGSC,Malmstrom,Malmstrom A-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-8,Surface,400' AGL,CASCADE,8.59247847984079e-07,0.0037080003068013
977,DOD,AFGSC,Malmstrom,Malmstrom A-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-9,Surface,400' AGL,CASCADE,8.60165528138168e-07,0.00371000030702362
978,DOD,AFGSC,Malmstrom,Malmstrom A-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-10,Surface,400' AGL,CASCADE,8.6016643763287e-07,0.00371000030702362
979,DOD,AFGSC,Malmstrom,Malmstrom A-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom A-11,Surface,400' AGL,CASCADE,8.6016643763287e-07,0.00371000030702362
980,DOD,AFGSC,Malmstrom,Malmstrom B-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-1,Surface,400' AGL,JUDITH BASIN,8.61085027281661e-07,0.00371200030713226
981,DOD,AFGSC,Malmstrom,Malmstrom B-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-2,Surface,400' AGL,JUDITH BASIN,8.61084117786959e-07,0.00371200030713226
982,DOD,AFGSC,Malmstrom,Malmstrom B-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-3,Surface,400' AGL,FERGUS,8.61084117786959e-07,0.00371200030713226
983,DOD,AFGSC,Malmstrom,Malmstrom B-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-4,Surface,400' AGL,FERGUS,8.61084117786959e-07,0.00371200030713226
984,DOD,AFGSC,Malmstrom,Malmstrom B-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-5,Surface,400' AGL,JUDITH BASIN,8.62001797941048e-07,0.00371400030724089
985,DOD,AFGSC,Malmstrom,Malmstrom B-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-6,Surface,400' AGL,JUDITH BASIN,8.62920387589838e-07,0.00371600030746322
986,DOD,AFGSC,Malmstrom,Malmstrom B-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-7,Surface,400' AGL,JUDITH BASIN,6.12352232565172e-06,0.0100940008351245
987,DOD,AFGSC,Malmstrom,Malmstrom B-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-8,Surface,400' AGL,JUDITH BASIN,8.63838067743927e-07,0.00371800030757186
988,DOD,AFGSC,Malmstrom,Malmstrom B-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-9,Surface,400' AGL,JUDITH BASIN,8.64755747898016e-07,0.00372000030779418
989,DOD,AFGSC,Malmstrom,Malmstrom B-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-10,Surface,400' AGL,JUDITH BASIN,8.64756657392718e-07,0.00372000030779418
990,DOD,AFGSC,Malmstrom,Malmstrom B-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom B-11,Surface,400' AGL,JUDITH BASIN,8.65674337546807e-07,0.00372200030790282
991,DOD,AFGSC,Malmstrom,Malmstrom C-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-1,Surface,400' AGL,JUDITH BASIN,8.65673428052105e-07,0.0037220003080165
992,DOD,AFGSC,Malmstrom,Malmstrom C-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-2,Surface,400' AGL,JUDITH BASIN,8.65673428052105e-07,0.00372199830803766
993,DOD,AFGSC,Malmstrom,Malmstrom C-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-3,Surface,400' AGL,JUDITH BASIN,8.65674337546807e-07,0.0037220003080165
994,DOD,AFGSC,Malmstrom,Malmstrom C-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-4,Surface,400' AGL,JUDITH BASIN,8.65674337546807e-07,0.0037220003080165
995,DOD,AFGSC,Malmstrom,Malmstrom C-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-5,Surface,400' AGL,JUDITH BASIN,8.66592017700896e-07,0.00372400030812514
996,DOD,AFGSC,Malmstrom,Malmstrom C-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-6,Surface,400' AGL,JUDITH BASIN,8.67510607349686e-07,0.00372600030834747
997,DOD,AFGSC,Malmstrom,Malmstrom C-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-7,Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600030823378
998,DOD,AFGSC,Malmstrom,Malmstrom C-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-8,Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600030834747
999,DOD,AFGSC,Malmstrom,Malmstrom C-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-9,Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600030823378
1000,DOD,AFGSC,Malmstrom,Malmstrom C-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-10,Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600030834747
1001,DOD,AFGSC,Malmstrom,Malmstrom C-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom C-11,Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600030823378
1002,DOD,AFGSC,Malmstrom,Malmstrom D-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-1,Surface,400' AGL,FERGUS,6.16004490439082e-06,0.0101300008382168
1003,DOD,AFGSC,Malmstrom,Malmstrom D-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-2,Surface,400' AGL,FERGUS,8.67510607349686e-07,0.00372600030823378
1004,DOD,AFGSC,Malmstrom,Malmstrom D-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-3,Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372600030823378
1005,DOD,AFGSC,Malmstrom,Malmstrom D-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-4,Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372600030834747
1006,DOD,AFGSC,Malmstrom,Malmstrom D-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-5,Surface,400' AGL,FERGUS,8.67510607349686e-07,0.00372600030834747
1007,DOD,AFGSC,Malmstrom,Malmstrom D-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-6,Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372600030823378
1008,DOD,AFGSC,Malmstrom,Malmstrom D-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-7,Surface,400' AGL,FERGUS,6.16410306975013e-06,0.0101340008385478
1009,DOD,AFGSC,Malmstrom,Malmstrom D-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-8,Surface,400' AGL,FERGUS,8.67510607349686e-07,0.00372600030834747
1010,DOD,AFGSC,Malmstrom,Malmstrom D-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-9,Surface,400' AGL,FERGUS,8.68428287503775e-07,0.0037280003084561
1011,DOD,AFGSC,Malmstrom,Malmstrom D-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-10,Surface,400' AGL,FERGUS,8.68427378009073e-07,0.0037280003084561
1012,DOD,AFGSC,Malmstrom,Malmstrom D-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom D-11,Surface,400' AGL,FERGUS,8.68426468514372e-07,0.00372799830847725
1013,DOD,AFGSC,Malmstrom,Malmstrom E-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-1,Surface,400' AGL,FERGUS,8.69345058163162e-07,0.00373000030856474
1014,DOD,AFGSC,Malmstrom,Malmstrom E-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-2,Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000030856474
1015,DOD,AFGSC,Malmstrom,Malmstrom E-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-3,Surface,400' AGL,FERGUS,6.16816032561474e-06,0.0101380008388787
1016,DOD,AFGSC,Malmstrom,Malmstrom E-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-4,Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000030856474
1017,DOD,AFGSC,Malmstrom,Malmstrom E-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-5,Surface,400' AGL,FERGUS,8.69346877152566e-07,0.00373000030867843
1018,DOD,AFGSC,Malmstrom,Malmstrom E-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-6,Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000030856474
1019,DOD,AFGSC,Malmstrom,Malmstrom E-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-7,Surface,400' AGL,FERGUS,8.69346877152566e-07,0.00373000030856474
1020,DOD,AFGSC,Malmstrom,Malmstrom E-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-8,Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000030867843
1021,DOD,AFGSC,Malmstrom,Malmstrom E-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-9,Surface,400' AGL,FERGUS,8.69346877152566e-07,0.00373000030856474
1022,DOD,AFGSC,Malmstrom,Malmstrom E-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-10,Surface,400' AGL,FERGUS,8.70263647811953e-07,0.00373200030878706
1023,DOD,AFGSC,Malmstrom,Malmstrom E-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom E-11,Surface,400' AGL,FERGUS,8.70264557306655e-07,0.00373200030878706
1024,DOD,AFGSC,Malmstrom,Malmstrom F-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-1,Surface,400' AGL,TETON,8.70263647811953e-07,0.00373200030878706
1025,DOD,AFGSC,Malmstrom,Malmstrom F-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-2,Surface,400' AGL,TETON,8.70264557306655e-07,0.00373200030878706
