objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,x_crf1,x_crf2,x_crf3,x_cl1,x_cl2,x_highsec,x_medsec,x_datasec,x_areasec,x_usgsdw_s,x_oswcrdw_,x_crf4,x_oswcr_pe,x_usgs_per,x_wq_score,x_wq_per,x_datacov,globalid,Shape__Area,Shape__Length
11026,06,037,430302,5,060374303025,Block Group 5,3,3,6.36,"TCPR123; PCE; TCE","NO3N; PCE; TCE",2,0,2,2,0.21,0,100,8,46,513.57,88,100,74e2ce9a-46f2-4f82-8890-468459b8f0be,578403.09765625,3129.76931469106
11027,06,037,534302,1,060375343021,Block Group 1,0,0,0, , ,0,0,2,2,0.82,3,0,55,53,0,0,100,0e33188b-4e27-440f-9363-7cc77fbc6bcd,393761.96484375,3576.09060520947
11028,06,085,503709,2,060855037092,Block Group 2,0,0,0, , ,0,0,4,4,0,6,0,67,23,0,0,100,f66371ef-958e-44c2-a75a-274585be79ec,218838.5703125,1893.5255434663
11029,06,037,700102,1,060377001021,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,30,31,0,0,0,af2ee46c-66ce-4844-a8af-dc4981e9aff3,136789.52734375,1670.25808560786
11030,06,037,534403,1,060375344031,Block Group 1,0,0,0, , ,0,0,1,1,1.3,2,0,49,57,0,0,100,cc46a8ec-9ac3-4173-9860-a5f6998a2860,463839.78515625,3110.66688237126
11031,06,037,534700,1,060375347001,Block Group 1,0,0,0, , ,0,0,1,1,3.36,0,0,10,65,0,0,100,c28eb78b-5cbd-4c5f-9e2b-3449147db25e,805197.66796875,3643.33400635447
11032,06,085,503804,1,060855038041,Block Group 1,0,0,0, , ,0,0,1,2,3.27,0,0,22,65,0,0,50,6eceade7-cd6c-41ec-ad86-4440648bdb55,827460.72265625,3919.72644791884
11033,06,085,503804,3,060855038043,Block Group 3,0,0,0, , ,0,0,2,2,5.71,1,0,44,70,0,0,100,75fff181-4933-4392-91b2-9f4ac51ec086,693670.875,4027.55275353321
11034,06,059,099239,3,060590992393,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,32,33,0,0,0,f5410991-abdf-4bf3-9203-4cba6c4acfd7,1412354.34765625,5179.22412399142
11035,06,059,099220,3,060590992203,Block Group 3,1,0,1.47,F, ,2,0,2,2,2.8,0,100,16,63,114.66,42,100,0bf9d5c6-1cc0-468e-a209-596c282f9f30,940369.65234375,3880.76036323595
11036,06,059,099222,2,060590992222,Block Group 2,2,0,1.7,"NO3N; F", ,1,0,2,2,0.9,7,50,68,54,108.48,38,100,dc839c3c-79de-4062-8c84-4618c6221cfc,469358.45703125,2918.12237861021
11037,06,059,099222,3,060590992223,Block Group 3,2,0,1.7,"NO3N; F", ,1,0,2,2,0,7,50,68,15,108.48,38,100,aa202a99-6fdf-49ed-984b-aac7741ab89f,445669.6015625,2636.66592888499
11038,06,059,099222,4,060590992224,Block Group 4,3,0,1.41,"NO3N; F; AS", ,3,0,4,4,0,13,75,76,15,235.58,67,100,ab38d850-faf3-402f-bad7-616238231ee9,507762.890625,3898.68685698328
11039,06,059,099223,1,060590992231,Block Group 1,2,0,1.7,"NO3N; F", ,1,0,1,1,2.5,7,100,68,62,216.95,64,100,f01ddeb5-af39-42fc-b8dd-ede82aa50ed5,468147.7265625,2896.26133963429
11040,06,085,503709,3,060855037093,Block Group 3,0,0,0, , ,0,0,3,3,0.06,5,0,65,43,0,0,100,7c6c9a1a-7632-4181-a0cc-a535d92836cd,227511.36328125,2199.89249926837
11041,06,059,099240,1,060590992401,Block Group 1,1,0,1.45,F, ,2,0,2,3,0,0,66.67,16,15,76.32,30,66.67,6a8bdace-8e83-476c-b5f3-c1c2c69e3bff,2348616.87109375,9014.35532102685
11042,06,059,099240,2,060590992402,Block Group 2,1,0,1.46,F, ,1,0,1,1,0,0,100,16,15,114.58,42,100,ee1f9a72-79c4-4386-8ef5-791f18cf45c3,947074.984375,3885.83527297103
11043,06,037,535803,3,060375358033,Block Group 3,1,1,1.2,AL,PCE,1,0,2,2,0,1,50,39,8,81,31,100,249ae065-92bd-4e94-a8e3-1338a88614d9,200720.0390625,1971.46960228161
11044,06,037,541605,3,060375416053,Block Group 3,0,1,0, ,ALPHA,0,1,2,2,8.09,2,25,49,74,12.5,6,100,4848f69e-b6f4-403a-9568-e42ca58d3c91,349739.69140625,2700.30497246489
11045,06,037,542601,3,060375426013,Block Group 3,0,0,0, , ,0,0,1,1,0,4,0,60,38,0,0,100,a8854c7f-9648-4410-bb0e-80f47feadd7c,132966.94921875,1653.50444752399
11046,06,085,503902,4,060855039024,Block Group 4,0,0,0,NA,NA,0,0,0,2,0,0,0,36,37,0,0,0,885d4e17-bbda-4be4-945f-08b003c3ff13,307891.03125,2265.8824564476
11047,06,085,503902,1,060855039021,Block Group 1,0,0,0,NA,NA,0,0,0,2,2.28,0,0,36,61,0,0,0,b4b27da8-58ac-4bf8-9c26-6dc7fe8a2f51,479308.98828125,2759.26557467449
11048,06,037,600400,2,060376004002,Block Group 2,0,0,0, , ,0,0,1,1,0.93,0,0,12,54,0,0,100,defe06a4-dcb6-44b9-8b93-f9754b92b466,234846.62890625,1936.83754546632
11049,06,085,504307,1,060855043071,Block Group 1,0,0,0, , ,0,0,1,1,3.56,1,0,44,66,0,0,100,297e8cee-5a67-4911-a746-f6e5f1f3f739,968652.80859375,4421.1531192547
11050,06,085,503902,2,060855039022,Block Group 2,0,0,0,NA,NA,0,0,0,1,0.13,0,0,36,45,0,0,0,c0ad64fd-2c5c-4339-95cc-28c010aac4a3,366623.046875,2870.95357758738
11051,06,085,503703,1,060855037031,Block Group 1,0,0,0, , ,0,0,1,2,0,2,0,52,23,0,0,50,de7e4f7d-c573-4f55-b2d3-d341ce8b4fa5,243883.15625,2012.14597312258
11052,06,085,503121,1,060855031211,Block Group 1,0,0,0, , ,0,0,4,4,6.6,2,0,52,72,0,0,100,5318fd44-960a-4624-ad93-2b88cc3a587e,1436491.04296875,5474.11761736371
11053,06,059,099240,3,060590992403,Block Group 3,1,0,1.46,F, ,1,0,1,2,0,0,50,16,15,57.29,25,50,eb3dd990-8fe3-46e7-97e9-34ed1b279d45,341294.421875,3370.41727543387
11054,06,059,099241,1,060590992411,Block Group 1,1,0,1.31,AS, ,1,0,1,1,0,4,100,60,15,113.14,41,100,4d890495-500b-4622-b317-6364f85a1f6e,904132.31640625,4244.37952057713
11055,06,059,099241,2,060590992412,Block Group 2,1,0,1.31,AS, ,1,0,2,2,0.14,4,50,60,45,56.57,24,100,e10478f1-627d-4207-bd7e-7b6189f0baad,1068925.015625,4706.4266369781
11056,06,059,099310,1,060590993101,Block Group 1,1,1,1.48,F,F,1,1,2,4,0,1,37.5,41,15,61.78,27,50,a1438c7f-3096-4df4-95fe-31bfa2735670,1983006.6015625,8240.07022727419
11057,06,059,099311,1,060590993111,Block Group 1,1,1,1.48,F,F,1,1,2,2,1.69,1,75,41,59,123.56,45,100,832529ea-7c3e-446f-9027-95a3473894d1,640367.1015625,3465.09521709097
11058,06,037,301702,2,060373017022,Block Group 2,3,0,4.88,"TCE; PCE; CTCL", ,1,0,1,1,0,0,100,6,5,348.77,79,100,911b6e58-898c-4a8f-a5f6-a55d01beb2f8,276490.26171875,2110.64042248125
11059,06,085,503105,1,060855031051,Block Group 1,0,0,0, , ,0,0,5,5,0,9,0,72,23,0,0,100,bb0aebfb-e4c2-495b-83ea-48e6d7898ba4,2787298.19140625,7736.06469161493
11060,06,085,504314,4,060855043144,Block Group 4,0,0,0, , ,0,0,2,2,15.8,4,0,61,79,0,0,100,ba03c513-db29-4c97-8bb0-77eccdac0d4e,507758.33203125,3167.58624492996
11061,06,085,502002,3,060855020023,Block Group 3,0,0,0, , ,0,0,3,3,0,1,0,44,22,0,0,100,bf72f859-070d-4c50-b217-22bdc3eaccee,922560.18359375,5816.27705213977
11062,06,055,200504,1,060552005041,Block Group 1,0,1,0, ,AS,0,1,1,1,2.94,3,50,56,64,25,13,100,aad53d37-cfb0-46f3-bb30-fc9ccd53cb6b,670287.96875,3600.22568847758
11063,06,055,200302,2,060552003022,Block Group 2,2,0,1.56,"AS; PB", ,1,0,2,2,32.5,22,50,81,84,107.79,38,100,276086d7-8cee-4908-a830-ba83352b6e7a,815419.40625,3662.78155997901
11064,06,055,200301,3,060552003013,Block Group 3,2,0,1.56,"AS; PB", ,1,0,2,2,39.15,15,50,77,86,107.79,38,100,9e1d1fbb-9595-4cda-982f-7de7bb8a49dd,743578.390625,3729.86955295212
11065,06,055,200301,2,060552003012,Block Group 2,2,0,1.56,"AS; PB", ,1,0,2,2,70.17,15,50,77,89,107.79,38,100,486a582f-8b49-495d-9c82-1b6c0b4e72d7,910965.5703125,3858.08614141563
11066,06,059,099511,2,060590995112,Block Group 2,0,0,0,NA,NA,0,0,0,2,3.89,0,0,32,67,0,0,0,ecd9ec22-3125-4932-9d9c-cfe5e8927942,222832.44140625,2708.21189226279
11067,06,059,099512,1,060590995121,Block Group 1,0,0,0,NA,NA,0,0,0,4,1.16,1,0,46,56,0,0,0,32dee436-8a0c-42df-9c63-129ba0f73a17,415604.02734375,3256.39501587368
11068,06,059,099512,2,060590995122,Block Group 2,0,0,0,NA,NA,0,0,0,1,0.61,0,0,32,51,0,0,0,cd9466df-99f8-4f1e-9c4b-64cd07148e4d,167647.296875,2259.59191577336
11069,06,059,099512,3,060590995123,Block Group 3,0,0,0,NA,NA,0,0,0,1,5.75,0,0,32,70,0,0,0,d2116303-567c-4fff-bc58-e5f974aedc8b,312880.9375,2603.22350077792
11070,06,059,110110,1,060591101101,Block Group 1,0,0,0, , ,0,0,1,2,8.19,31,0,84,74,0,0,50,0e274240-0e87-47c4-9744-b9b97fad96e3,947650.13671875,3909.30727657268
11071,06,059,110110,2,060591101102,Block Group 2,0,0,0, , ,0,0,1,2,0.86,19,0,80,54,0,0,50,1eb03c52-fc5d-4f85-bd10-0113e361beb0,1216194.66796875,4748.29591439039
11072,06,037,132300,2,060371323002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,26,28,0,0,0,1389dc77-7331-47c5-a72d-9aed281273dd,474520.66015625,2920.42216502747
11073,06,037,576601,3,060375766013,Block Group 3,0,0,0,NA,NA,0,0,0,1,0,0,0,30,30,0,0,0,50bc920b-1f54-4dfb-82dd-90eb0d501452,123578.25390625,1418.70678125006
11074,06,037,294820,1,060372948201,Block Group 1,0,0,0, , ,0,0,1,1,1.8,0,0,6,59,0,0,100,de8658cf-bf71-4c47-860c-2d983f5c3628,274011.44921875,2183.2308272521
11075,06,037,572700,3,060375727003,Block Group 3,0,0,0, , ,0,0,2,2,9.46,0,0,11,75,0,0,100,a02049b5-f618-48c5-bffa-a7f479860974,352796.33203125,2422.0867137476
11076,06,037,570202,1,060375702021,Block Group 1,0,0,0, , ,0,0,2,2,0.79,3,0,56,53,0,0,100,42f953c8-2f10-490d-ab2c-718276c89448,532338.29296875,3892.86923865157
11077,06,037,542602,3,060375426023,Block Group 3,0,0,0, , ,0,0,2,2,0,4,0,60,8,0,0,100,8d0f1cd3-cf82-461d-b956-21fca35f0dbf,292756.765625,2680.56897573046
11078,06,037,219010,1,060372190101,Block Group 1,0,0,0, , ,0,0,1,1,0.6,0,0,3,51,0,0,100,e8da42bc-e749-4393-aa9a-29a256349e39,289980.80078125,2155.07361033681
11079,06,037,701201,3,060377012013,Block Group 3,0,0,0, , ,0,0,1,1,0,0,0,13,12,0,0,100,69f5598d-8cfa-4f34-96c6-2cbf3f7903cd,432863.10546875,2699.06408486521
11080,06,037,226700,3,060372267003,Block Group 3,0,0,0, , ,0,0,1,2,0,1,0,38,3,0,0,50,e60f6c89-2694-48e0-87f2-abcc38399a7c,275975.9609375,2444.01884317712
11081,06,037,209403,1,060372094031,Block Group 1,0,0,0,NA,NA,0,0,0,2,2.08,0,0,28,61,0,0,0,5385cdc0-3d30-4a6c-bd31-58a47785b6a4,103424.3203125,1342.07785704955
11082,06,037,212420,1,060372124201,Block Group 1,0,0,0,NA,NA,0,0,0,1,0.28,0,0,28,48,0,0,0,3f17e9b4-5016-4f3a-a45c-cdf28738e46d,117809.69140625,1456.43936505804
11083,06,037,199800,3,060371998003,Block Group 3,0,0,0,NA,NA,0,0,0,1,6.25,0,0,27,71,0,0,0,ad88db83-674e-4637-b6ef-10f505489f08,243739.73828125,2403.82661293644
11084,06,037,191420,1,060371914201,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,27,29,0,0,0,a305a05a-9d89-4a4e-8083-b37bb8d760e8,223798.1484375,1909.85015854337
11085,06,037,183510,2,060371835102,Block Group 2,0,0,0, , ,0,0,2,2,0,0,0,3,3,0,0,100,6b8999fe-e471-4c92-a864-5f7bb0109d0f,192141.80078125,2058.97526882449
11086,06,075,042602,1,060750426021,Block Group 1,1,1,1.27,NO3N,PCE,2,0,2,2,2.28,0,100,20,61,162.7,55,100,059e72a0-4a94-4752-9dc0-a18e80f2aa9c,176874.23046875,1871.6486102662
11087,06,037,143800,4,060371438004,Block Group 4,0,0,0, , ,0,0,1,4,0,0,0,3,3,0,0,25,191a8a4d-3dfc-40e4-a02c-72efd83ab43b,590964.65625,5583.89846074542
11088,06,037,463101,1,060374631011,Block Group 1,5,4,1.6,"TCPR123; CR6; NO3N; ALPHA; PCE","CR6; NO3N; U; PCE",1,0,2,2,0,0,50,8,7,357.99,79,100,4fcad741-20e1-46c2-a69b-2d1934788cd8,545752.55859375,2992.79238334855
11089,06,055,200301,1,060552003011,Block Group 1,2,1,1.41,"AS; PB",AS,2,1,4,4,373.59,20,62.5,80,95,165.03,56,100,ab2e1624-85e8-4d29-8996-36c218353b60,3067923.50390625,9109.253880837
11090,06,055,200706,1,060552007061,Block Group 1,0,1,0, ,AS,0,1,2,2,31.57,43,25,86,84,12.5,7,100,d26d13dc-e0a8-466e-ad9b-2610eaf4fdb4,1009345.75,3981.55751065703
11091,06,055,200707,1,060552007071,Block Group 1,0,1,0, ,AS,0,3,4,4,10.27,70,37.5,89,76,18.75,10,100,07012130-8ee5-406f-80f2-115eb602caf9,1407273.17578125,4967.57201271076
11092,06,055,200704,3,060552007043,Block Group 3,1,1,1.02,AS,AS,1,1,2,2,30.92,22,75,81,84,120.16,44,100,fc3e232f-8218-4c2d-a74c-3b84d56b1077,655012.125,3334.4798982252
11093,06,075,042601,1,060750426011,Block Group 1,1,1,1.27,NO3N,PCE,4,0,4,4,3.25,0,100,20,65,162.7,55,100,78afb7ca-5908-47d4-9c08-d3b59c9445b1,219100.84765625,2246.27716882213
11094,06,075,042602,2,060750426022,Block Group 2,1,1,1.27,NO3N,PCE,1,0,1,1,0.07,0,100,20,43,162.7,55,100,ca23ab07-90c8-4949-89e4-b97dab2e630f,177904.9296875,1884.71904143312
11095,06,075,047801,1,060750478011,Block Group 1,1,1,1.27,NO3N,PCE,1,0,1,1,0.93,0,100,20,54,162.7,55,100,f6f3b5b1-89e4-4545-b9dd-fe7a8ad75fd7,188867.8046875,1961.10027051625
11096,06,075,047801,3,060750478013,Block Group 3,1,1,1.27,NO3N,PCE,1,0,1,1,1.9,0,100,20,60,162.7,55,100,3c203667-a6fe-4db5-b52d-3118efe9752b,387184.640625,2571.67970772549
11097,06,075,061100,2,060750611002,Block Group 2,0,0,0,NA,NA,0,0,0,4,0.19,0,0,36,46,0,0,0,10784a65-2eac-4eb3-a45c-315aef8f8d56,88104.84375,1202.94998746996
11098,06,075,047802,1,060750478021,Block Group 1,1,1,1.27,NO3N,PCE,2,0,2,2,0.04,0,100,20,42,162.7,55,100,6d4835e8-b92d-4983-81b6-60e88a090e83,157795.7890625,1724.39838641128
11099,06,075,047802,3,060750478023,Block Group 3,1,1,1.27,NO3N,PCE,1,0,1,1,0.91,0,100,20,54,162.7,55,100,f039a5d0-46f3-45e2-adea-71ae43a59f72,197958.0078125,2279.58511947385
11100,06,075,061100,1,060750611001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0.54,0,0,36,51,0,0,0,bfc349fd-4680-4eb5-8808-bd97ee63938e,253043.62890625,2040.22449474153
11101,06,075,061100,3,060750611003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0.09,0,0,36,44,0,0,0,619e3230-1b09-467a-aa69-b8e23398defc,43638.24609375,937.780290663101
11102,06,075,061200,1,060750612001,Block Group 1,0,0,0,NA,NA,0,0,0,4,2.95,0,0,36,64,0,0,0,1664b752-bb11-438e-af9a-7a9699ccecf1,367775.40234375,3453.36270430849
11103,06,075,061200,2,060750612002,Block Group 2,0,0,0,NA,NA,0,0,0,2,8.72,0,0,36,74,0,0,0,395f0436-9b77-4806-abd1-c3f3ec1fc697,328539.640625,3120.23341725644
11104,06,111,007510,1,061110075101,Block Group 1,1,0,1.02,TCPR123, ,1,0,1,7,0,1,14.29,45,25,15.74,9,14.29,07b39cc5-48f7-46ff-b69c-317e68033bd8,5068815.00390625,17664.846088373
11105,06,059,110110,3,060591101103,Block Group 3,0,0,0, , ,0,0,1,1,0,14,0,77,15,0,0,100,1b6de18f-c8c0-407a-96ec-23b283813af0,700911.00390625,3533.70024272523
11106,06,059,110111,1,060591101111,Block Group 1,0,0,0, , ,0,0,2,2,2.08,31,0,84,61,0,0,100,4eb61dd8-6b25-4fc5-ae9c-cc5172801a4d,660499.59375,3927.40897414682
11107,06,059,110111,2,060591101112,Block Group 2,0,0,0, , ,0,0,1,1,6.12,6,0,66,71,0,0,100,507f16f9-ef37-4506-a810-1e829e534c35,990701.60546875,3983.47461903976
11108,06,059,110111,3,060591101113,Block Group 3,0,0,0, , ,0,0,2,2,12.34,21,0,80,77,0,0,100,3c4f7ab4-9568-46c4-b5fa-3101696167cf,1527187.8515625,5523.13597065471
11109,06,059,110114,1,060591101141,Block Group 1,1,0,1.03,AS, ,1,0,2,2,0,6,50,66,15,55.13,22,100,0893564f-4ee9-4f37-9e1e-f81e544f0952,692770.55078125,3360.61372033839
11110,06,059,110114,2,060591101142,Block Group 2,0,0,0, , ,0,0,1,1,0,4,0,60,15,0,0,100,f6c56cdd-6389-49cb-86e1-54ad5d16fa1d,662285.78125,3310.88581694861
11111,06,071,009715,4,060710097154,Block Group 4,2,0,1.86,"AS; F", ,1,0,5,5,0,21,20,81,18,43.71,20,100,fe077222-45cd-4492-a330-949bd4c86596,3109529.26953125,8963.9106552939
11112,06,071,009715,5,060710097155,Block Group 5,2,1,1.86,"AS; F",F,2,0,9,9,0,27,22.22,83,18,59.68,26,100,01bb0a5a-0f1d-4708-966a-f689dd24166a,7979487.609375,13911.1888650479
11113,06,071,009716,2,060710097162,Block Group 2,2,0,1.62,"AS; F", ,3,0,3,3,2.88,8,100,70,64,216.25,64,100,cd8578b4-8996-49df-adbe-71718d948c46,1864499.1171875,5748.63639688484
11114,06,071,009716,3,060710097163,Block Group 3,2,1,1.77,"AS; F",F,4,0,4,4,2.52,11,100,74,62,267.69,71,100,1e1bb9e1-3856-457e-a71d-2b55d5d32adb,1782266.69140625,5728.35314323262
11115,06,071,009717,1,060710097171,Block Group 1,1,1,1.2,AS,AS,1,3,8,8,18.58,30,31.25,84,81,50.62,21,100,c11e6802-a3b6-4768-90c2-8d02f3701be6,7369127.375,13846.2580761551
11116,06,075,061400,2,060750614002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.21,0,0,36,46,0,0,0,9cf31016-c670-47f9-994c-4a360d87591e,612492.41015625,3487.92624606927
11117,06,075,061400,3,060750614003,Block Group 3,0,0,0,NA,NA,0,0,0,1,0.95,0,0,36,54,0,0,0,14be9807-ec2e-4283-bdd1-5283f810127f,219696.90234375,2036.68179538113
11118,06,111,007510,3,061110075103,Block Group 3,0,0,0,NA,NA,0,0,0,4,0,0,0,36,37,0,0,0,0c7fdf6c-ad5e-45df-a861-ae32080da432,2117982.9296875,8007.97566314293
11119,06,037,602003,2,060376020032,Block Group 2,1,0,1.3,BIS2EHP, ,2,0,2,2,8.01,2,100,50,74,112.98,40,100,df6128ee-ae4f-4575-8ae8-c8ab4f2b0f8c,451466.00390625,2793.17065361048
11120,06,111,007513,1,061110075131,Block Group 1,1,1,1.24,NO3N,SE,2,0,2,4,0,5,50,65,25,81.2,32,50,5a07f00a-eb2b-476b-b623-5cb613a817b6,2822562.2890625,10288.028593859
11121,06,037,460200,3,060374602003,Block Group 3,3,5,2.19,"CTCL; PCATE; NO3N","PCATE; NO3N; ALPHA; TCE; PCE",1,0,1,3,8.79,0,33.33,8,74,190.62,60,33.33,5f93e4cd-65b2-4ffe-8bf3-0f4401343ac9,847523.890625,4296.61455960067
11122,06,037,119800,3,060371198003,Block Group 3,4,3,2.74,"TCE; PCE; TCPR123; DCE11","PCE; NO3N; DCE11",2,0,2,2,0,0,100,2,3,577.36,91,100,37ba7ac0-a767-4d95-92ef-3ff922cbcfd8,335846.75,3063.27403243385
11123,06,037,573300,2,060375733002,Block Group 2,0,0,0, , ,0,0,2,2,0.08,0,0,11,43,0,0,100,e0416729-abe4-4fa8-9629-723fcc38741c,701507.828125,3857.46731367047
11124,06,037,554700,3,060375547003,Block Group 3,0,1,0, ,PCATE,0,1,2,2,4.85,22,25,81,69,12.5,6,100,f6ff5b64-ede2-46f3-a550-5791a425609c,289064,2542.23343865841
11125,06,037,533104,1,060375331041,Block Group 1,0,0,0, , ,0,0,2,2,1.2,0,0,10,56,0,0,100,f4d54757-ebbf-4465-af59-acce0ef75b36,292567.98046875,2222.56896849855
11126,06,037,310501,3,060373105013,Block Group 3,7,6,29.17,"TCPR123; PCE; TCE; CTCL; NO3N; CR6; NO2","TCE; CTCL; NO3N; ALPHA; CR6; DCE11",3,0,3,3,0.06,0,100,6,42,1291.7,100,100,a55409d9-c82d-4a9b-9f25-f6a0860e6035,349418.32421875,4814.03619044861
11127,06,071,010013,4,060710100134,Block Group 4,0,0,0, , ,0,0,4,4,4.75,0,0,18,69,0,0,100,82afb2c8-bf0a-437b-817f-e644519d67fc,3065255.7109375,7444.74404355839
11128,06,111,007514,2,061110075142,Block Group 2,1,1,1.24,NO3N,SE,1,0,1,4,0.27,5,25,65,47,40.6,19,25,e5fa863f-98a8-4e14-ab30-d142ac994d8e,1440546.76171875,6398.45201481365
11129,06,111,007609,1,061110076091,Block Group 1,1,0,1.02,TCPR123, ,2,0,3,4,0,0,50,22,25,55.08,22,75,ada9dd05-91da-491a-91fe-68e60358dfed,2256935.7890625,6318.02187764617
11130,06,037,533702,2,060375337022,Block Group 2,0,0,0, , ,0,0,1,1,19.62,1,0,39,81,0,0,100,4b0542d0-52a8-414d-ab15-df2467f1209d,156684.12109375,1786.93692443339
11131,06,037,272100,3,060372721003,Block Group 3,3,2,3.98,"TCE; PCE; TCPR123","TCE; CTCL",1,0,1,2,0,0,50,5,4,219.91,65,50,7f0e3c67-c7a2-4c90-83a5-919f660fbf95,338002.48828125,3345.25993390031
11132,06,037,231400,2,060372314002,Block Group 2,0,0,0, , ,0,0,2,2,0,0,0,4,3,0,0,100,eafe5551-c216-435a-b7e5-814946b8a90a,298380.296875,2587.77795001638
11133,06,053,013200,2,060530132002,Block Group 2,5,2,1.56,"BETA; CD; ALPHA; AS; CR","SE; NO3N",7,0,7,7,0.35,37,100,85,49,615.59,92,100,49693d32-41ad-4a64-a87f-85826bd16b61,5203145.89453125,11152.2660564236
11134,06,053,013000,2,060530130002,Block Group 2,2,2,2.08,"BETA; ALPHA","SE; NO3N",2,0,2,3,0,15,66.67,77,12,213.84,63,66.67,4dd9d24e-4a2d-4f1b-8190-bbee60022aa1,2624391.88671875,8447.16969536195
11135,06,053,011602,1,060530116021,Block Group 1,4,1,2.07,"TL; CD; PB; AS",PB,6,0,9,9,123.03,66,66.67,89,92,313.81,75,100,0ec5d605-70cf-4bab-ac80-53afe5424091,11724107.4453125,17068.8222621358
11136,06,053,014104,1,060530141041,Block Group 1,0,1,0, ,NO3N,0,2,4,4,443.34,0,25,14,96,12.5,7,100,d0055dd6-164c-49e9-bfd3-8ee867d259c7,4436915.96875,11379.8552962138
11137,06,053,014107,1,060530141071,Block Group 1,6,3,1.52,"BETA; SE; HEPTACHLOR; AS; NO3N; BZME","AS; NO3N; THM",2,0,9,11,186.14,9,18.18,71,93,139.12,49,81.82,f8cc6abd-af8f-49f2-be5d-e3a83d96ea71,14943623.8867188,30201.5655848892
11138,06,053,000502,1,060530005021,Block Group 1,2,1,1.36,"MTBE; NO3N",NO3N,3,1,4,4,6.64,5,87.5,63,72,230.62,66,100,2b53d4bc-dd5f-448c-9ac5-dd2d432badaf,1072016.6015625,5634.95399597254
11139,06,071,010420,2,060710104202,Block Group 2,2,0,2.27,"NO3N; CR6", ,5,0,14,35,32.99,19,14.29,80,84,31.81,17,40,78c7cb98-eeeb-4108-8517-40801c047596,70804951.2382813,47316.5729687009
11140,06,037,124104,1,060371241041,Block Group 1,3,2,2.05,"TCE; PCE; TCPR123","DCA12; NO3N",1,0,1,1,3.76,0,100,2,66,420.46,83,100,d11131f1-e137-4e9a-969c-99d98321a980,237770.515625,1950.49085251221
11141,06,037,124203,2,060371242032,Block Group 2,5,7,8.13,"TCPR123; PCE; TCE; CTCL; CR6","TCE; CTCL; DCA12; PCE; NO3N; ALPHA; CR",4,0,4,4,4.77,0,100,2,69,931.26,98,100,e12db784-a6d2-4079-a851-e56e296f9bf3,237470.96875,1949.40721367679
11142,06,037,310900,5,060373109005,Block Group 5,7,5,27.16,"TCPR123; PCE; TCE; CTCL; NO3N; CR6; NO2","TCE; CTCL; NO3N; CR6; DCE11",4,0,4,4,0,0,100,6,5,1221.6,100,100,e0d89eb5-d5fc-4a63-8c30-8ddfe14f0f52,473207.3671875,2914.46368535767
11143,06,071,011600,1,060710116001,Block Group 1,5,5,2.86,"AS; U; F; ALPHA; CR6","F; U; ALPHA; CR6; AS",63,5,89,1058,693.45,278,6.19,97,98,48.21,20,8.41,edb1d48d-d36a-425e-93ab-b8bcb37bddf4,3751690461.75,329779.521531721
11144,06,071,010419,1,060710104191,Block Group 1,5,2,2.31,"F; AS; AL; NO3N; CR6","NO3N; AL",8,0,12,34,0,8,23.53,70,19,146.61,50,35.29,b092adaf-67be-4f27-8a6c-3efb75aba662,61230764.71875,41541.3836573013
11145,06,071,010300,2,060710103002,Block Group 2,6,3,2.96,"AS; NNSM; F; CR6; U; ALPHA","F; AS; NO3N",70,7,103,806,1108.92,643,9.12,100,99,71.09,29,12.78,f090dcfc-28dd-424c-812f-d513e7b36fde,2735303359.90234,301689.832835338
11146,06,037,320201,3,060373202013,Block Group 3,0,1,0, ,NO3N,0,1,1,1,0,0,50,7,5,25,12,100,10dd03b1-50ce-47a7-8306-a7ef982c4693,262892.04296875,2059.27341564231
11147,06,071,010300,3,060710103003,Block Group 3,2,2,6.77,"AS; F","NO3N; F",9,3,37,42,739.5,526,25,99,98,91.94,35,88.1,38772248-b8d7-4ef1-b45d-4b9c492653a8,92367185.3007813,39046.0191338612
11148,06,099,001100,1,060990011001,Block Group 1,1,0,1.3,ALPHA, ,1,0,3,3,2.23,2,33.33,53,61,37.67,18,100,afcfaed6-38b6-4fce-ab19-223fdb055c61,727974.953125,4042.36222267419
11149,06,099,001001,5,060990010015,Block Group 5,5,5,2.12,"TCPR123; ALPHA; U; TCE; PCE","TCPR123; ALPHA; NO3N; U; PCE",1,0,2,2,2.96,3,50,58,64,385.59,82,100,c11d015b-572f-443f-a63d-58f897669717,702104.78125,4201.21919388306
11150,06,099,001002,2,060990010022,Block Group 2,5,5,1.8,"ALPHA; TCPR123; U; TCE; PCE","ALPHA; TCPR123; NO3N; U; PCE",3,0,4,4,3.11,6,75,67,64,575.99,91,100,e9704a89-745f-418b-9cf0-290e4cb131b0,887810.97265625,3811.98375485742
