OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,FIRE_TYPE,IRWINID,MAP_ID,MAP_PROG,ASMNT_TYPE,IG_DATE,PRE_ID,POST_ID,PERIM_ID,DNBR_OFFST,DNBR_STDDV,NODATA_THRESHOLD,GREENNESS_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,COMMENTS,LATITUDE,LONGITUDE,SHAPEAREA,SHAPELEN
21677,1699,OK3674109637620150407,UNNAMED,2015,4,7,Unknown,,24964,MTBS,Initial,20150407,802703520150330,702703520150407,,-85,-9999,-970,-150,-25,9999,9999,Next to other burned areas (OK3672309634620150407 and small  later burned area),36.738,-96.375,0.000693774190725988,0.164833549139357
21678,1801,OK3674909642920150316,TIM,2015,3,16,Wildfire,EDD20B80-661E-4949-83E0-C78F9B41D077,23997,MTBS,Initial,20150316,802703520150210,802703520150330,,35,-9999,-970,-150,85,9999,9999,Next to two contemporary fires (to south and west),36.732,-96.434,0.000735569872427923,0.15103532764153
21679,11593,OK3675409673620150321,UNNAMED,2015,3,21,Unknown,,24765,MTBS,Initial (SS),20150321,,802803420150422,,-9999,-9999,9999,9999,200,-9999,-9999,Next to other burned area (OK3671109679920150422),36.757,-96.726,0.00473448791402458,1.15821803271214
21680,2907,OK3675509654120150322,UNNAMED,2015,3,22,Unknown,,25067,MTBS,Initial,20150322,802703520150210,802703520150330,,65,-9999,-970,-150,90,9999,9999,Next to other burned areas (OK3675909650720150330 and OK3681209653620150407),36.751,-96.519,0.00118744527137246,0.389705922364551
21681,1413,OK3675709642720150407,UNNAMED,2015,4,7,Unknown,,24963,MTBS,Initial (SS),20150407,,802703520150501,,-9999,-9999,9999,9999,225,-9999,-9999,Next to other burned area (OK3672209644320150322),36.756,-96.426,0.000577176676359349,0.16421166490378
21682,1744,OK3675709647020150322,UNNAMED,2015,3,22,Unknown,,25068,MTBS,Initial,20150322,802703520150210,802703520150330,,40,-9999,-970,-150,90,9999,9999,Some later burned areas omitted in order to use earlier imagery and avoid excessive loss of data due to green-up.,36.753,-96.476,0.000712216523107053,0.162648925524781
21683,1171,OK3675909650720150330,UNNAMED,2015,3,30,Unknown,,25109,MTBS,Initial (SS),20150330,,802703520150501,,-9999,-9999,9999,9999,200,-9999,-9999,Next to other burned areas (OK3672209644320150322  OK3675509654120150322 and OK3680509655020150501 and small earlier burned area).,36.759,-96.508,0.00047831812595611,0.112734051841183
21684,2317,OK3677209634720150330,UNNAMED,2015,3,30,Unknown,,24904,MTBS,Initial,20150330,802703420150210,702703420150407,,-70,-9999,-970,-150,25,9999,9999,Next to other burned areas (OK3672309634620150407 and prior-year burned area),36.775,-96.347,0.000946531818650371,0.208202438685805
21685,3137,OK3677709629020150407,UNNAMED,2015,4,7,Unknown,,24962,MTBS,Initial,20150407,802703520150330,702703520150407,,-70,-9999,-970,-150,-15,9999,9999,,36.773,-96.292,0.00128146441097984,0.283094043708953
21686,18077,OK3678109583820151111,WOLF CREEK,2015,11,11,Wildfire,,25233,MTBS,Initial,20151111,802703420151109,802703420151211,,-70,-9999,-970,-150,75,9999,9999,,36.834,-95.77,0.00738938685373286,0.70047770289308
21687,2355,OK3678409658920150330,UNNAMED,2015,3,30,Unknown,,24802,MTBS,Initial (SS),20150330,,802803420150422,,-9999,-9999,9999,9999,100,-9999,-9999,Next to other burned area (OK3681209653620150407),36.779,-96.59,0.000962304078422121,0.201461417193346
21688,3058,OK3678609532720150330,UNNAMED,2015,3,30,Unknown,,24801,MTBS,Initial,20150330,802703420150210,802703420150330,,40,-9999,-970,-150,70,9999,9999,,36.789,-95.326,0.00124961781779442,0.313115661558985
21689,3516,OK3678809610120150501,UNNAMED,2015,5,1,Unknown,,25058,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,200,-9999,-9999,,36.788,-96.097,0.00143685457870851,0.333769700383901
21690,1924,OK3679709562020150407,UNNAMED,2015,4,7,Unknown,,24961,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,240,-9999,-9999,,36.795,-95.622,0.000786226559700309,0.18385340835745
21691,2624,OK3680009541120150407,UNNAMED,2015,4,7,Unknown,,24960,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,225,-9999,-9999,,36.802,-95.406,0.00107222729828932,0.340376145393173
21692,6810,OK3680509655020150501,UNNAMED,2015,5,1,Unknown,,24959,MTBS,Initial (SS),20150501,,802703520150501,,-9999,-9999,9999,9999,50,-9999,-9999,Next to several other burned areas,36.808,-96.55,0.00278297423738385,0.486074919153615
21693,52623,OK3682209579220150330,UNNAMED,2015,3,30,Unknown,,24903,MTBS,Initial (SS),20150330,,802703420150501,,-9999,-9999,9999,9999,300,-9999,-9999,,36.839,-95.799,0.0215096046895312,1.89554106529335
21694,4173,OK3682309651320150407,UNNAMED,2015,4,7,Unknown,,25091,MTBS,Initial,20150407,802703420150330,702703420150407,,-70,-9999,-970,-150,-50,9999,9999,Next to other burned areas (OK3682409649020150226 and OK3680509655020150501),36.823,-96.508,0.00170576934427057,0.289659661170241
21695,1607,OK3682409649020150226,UNNAMED,2015,2,26,Unknown,,24824,MTBS,Initial,20150226,802703420150210,802703420150330,,45,-9999,-970,-150,60,9999,9999,Next to other burned area (OK3681209653620150407),36.822,-96.488,0.000657004688386588,0.183397273245042
21696,2395,OK3682709635820150314,UNNAMED,2015,3,14,Unknown,,24756,MTBS,Initial,20150314,802703420150210,802703420150330,,45,-9999,-970,-150,80,9999,9999,,36.826,-96.357,0.000979280314106306,0.13807865528572
21697,1437,OK3687009566720150330,UNNAMED,2015,3,30,Unknown,,25074,MTBS,Initial (SS),20150330,,802703420150501,,-9999,-9999,9999,9999,300,-9999,-9999,,36.873,-95.666,0.000587907361931981,0.183894983416628
21698,11070,OK3687009669920150322,UNNAMED,2015,3,22,Unknown,,24769,MTBS,Initial (SS),20150322,,802703420150501,,-9999,-9999,9999,9999,230,-9999,-9999,,36.883,-96.69,0.00452775179555761,0.852996610766345
21699,3137,OK3687109640920150314,UNNAMED,2015,3,14,Unknown,,24755,MTBS,Initial,20150314,802703420150210,802703420150330,,45,-9999,-970,-150,90,9999,9999,Next to small  later burned area,36.869,-96.403,0.00128321792573753,0.349987717823007
21700,35199,OK3687509549720150330,UNNAMED,2015,3,30,Unknown,,24800,MTBS,Initial (SS),20150330,,802703420150501,,-9999,-9999,9999,9999,210,-9999,-9999,,36.86,-95.496,0.0143967392536326,1.5803769181666
21701,5367,OK3687709677620150407,UNNAMED,2015,4,7,Unknown,,24958,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,110,-9999,-9999,Next to other burned area (OK3690809679320150329),36.875,-96.774,0.00219557846912919,0.421966393172681
21702,3242,OK3688509663220150501,UNNAMED,2015,5,1,Unknown,,25057,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,125,-9999,-9999,,36.878,-96.63,0.001326248506287,0.300864079462462
21703,1486,OK3688909684420150407,UNNAMED,2015,4,7,Unknown,,25089,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,90,-9999,-9999,Excludes small earlier burn due to excessive green-up,36.888,-96.842,0.000608174163575645,0.195785264838406
21704,20168,OK3689309625320150322,UNNAMED,2015,3,22,Unknown,,24768,MTBS,Initial (SS),20150322,,802703420150501,,-9999,-9999,9999,9999,230,-9999,-9999,,36.895,-96.223,0.00825082343966602,1.07885709405425
21705,1514,OK3690809679320150329,UNNAMED,2015,3,29,Unknown,,24773,MTBS,Initial,20150329,802703420150226,802703420150330,,65,-9999,-970,-150,90,9999,9999,Next to other burned area (OK3687709677620150407),36.908,-96.792,0.000619778925301557,0.171889351584614
21706,3393,OK3691309636920151111,BAR-F,2015,11,11,Wildfire,64D566CD-CEF5-4F9C-B0B8-EBB1A3534D99,25323,MTBS,Initial,20151111,802703420150109,802703420160112,802703420151211,-40,-9999,-970,-150,30,9999,9999,,36.924,-96.334,0.00138894435105882,0.236036584167109
21707,1091,OK3693309663020150407,UNNAMED,2015,4,7,Unknown,,24956,MTBS,Initial,20150407,802703420150330,802803420150422,,-120,-9999,-970,-150,-40,9999,9999,,36.931,-96.631,0.000446846895918998,0.0981107776025999
21708,3627,OK3693309675920150422,UNNAMED,2015,4,22,Unknown,,25034,MTBS,Initial,20150422,802703420150330,802803420150422,,-105,-9999,-970,-150,-40,9999,9999,,36.927,-96.758,0.00148475025969743,0.25975547933116
21709,1751,OK3694009527820150330,UNNAMED,2015,3,30,Unknown,,25081,MTBS,Initial (SS),20150330,,802703420150501,,-9999,-9999,9999,9999,275,-9999,-9999,,36.941,-95.283,0.000717128935897077,0.198960559011512
21710,11936,OK3695409599420150330,UNNAMED,2015,3,30,Unknown,,24902,MTBS,Initial (SS),20150330,,802703420150501,,-9999,-9999,9999,9999,225,-9999,-9999,,36.954,-95.995,0.00488716032953112,0.522456642943611
21711,1264,OK3695809667420150407,UNNAMED,2015,4,7,Unknown,,25141,MTBS,Initial (SS),20150407,,802803420150422,,-9999,-9999,9999,9999,110,-9999,-9999,,36.959,-96.67,0.00051783366345782,0.175248557177341
21712,8266,OK3696309606220150407,UNNAMED,2015,4,7,Unknown,,25164,MTBS,Initial,20150407,802703420150330,702703420150407,,-75,-9999,-970,-150,-25,9999,9999,,36.963,-96.063,0.0033849882602762,0.725763825040295
21713,1125,OK3696509529920150501,UNNAMED,2015,5,1,Unknown,,25056,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,200,-9999,-9999,,36.969,-95.295,0.000460896319435086,0.163912828509816
21714,20347,OK3697209639420150226,UNNAMED,2015,2,26,Unknown,,24749,MTBS,Initial,20150226,802703420150210,702703420150407,,-20,-9999,-970,-150,80,9999,9999,Next to small  later burned areas,36.969,-96.391,0.00833288806795958,0.995404514705458
21715,1814,OK3698109578720150501,UNNAMED,2015,5,1,Unknown,,25055,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,175,-9999,-9999,,36.978,-95.786,0.000743175725365537,0.293455268097388
21716,3419,OK3698909678820150330,UNNAMED,2015,3,30,Unknown,,24799,MTBS,Initial,20150330,802803420150305,802703420150501,,-40,-9999,-970,-150,30,9999,9999,,36.99,-96.79,0.00140076120192242,0.297828326773129
21717,5973,OR4210312387320150611,BUCKSKIN,2015,6,11,Wildfire,DA863528-58B5-4D35-84F6-7ABEA21712A4,25302,MTBS,Extended,20150611,804603120140706,804603120160711,,-57,-9999,-970,-150,30,257,510,,42.079,-123.853,0.00263002836615815,0.289839095488514
21718,13038,OR4236212410720150802,COLLIER BUTTE,2015,8,2,Wildfire,14135CEC-C924-462C-B282-87109636D799,25317,MTBS,Extended,20150802,804603120140706,804603120160711,,-36,-9999,-970,-150,50,286,550,,42.365,-124.086,0.00576651760511344,0.506835456109531
21719,1883,OR4249612059220150517,UNNAMED,2015,5,17,Prescribed Fire,,25428,MTBS,Initial,20150517,804403120140606,804403120150524,,-47,33,-970,-150,20,200,410,,42.503,-120.596,0.000834846420730892,0.169657051331808
21720,13429,OR4271011721520150628,JACA RESERVOIR,2015,6,28,Wildfire,125B58F4-F657-4FEC-8E54-201C3C164912,23833,MTBS,Initial,20150628,804203020140726,804203020150729,,28,-9999,-970,-150,50,200,9999,,42.704,-117.21,0.00584172688613364,0.663119174003788
21721,27570,OR4292412304820150730,STOUTS CREEK,2015,7,30,Wildfire,96E1E7FD-1C7A-4559-8569-C11888A1D2B7,25300,MTBS,Extended,20150730,804603020150607,804603020160625,,49,-9999,-970,-150,50,356,680,,42.859,-122.985,0.0122909447938267,0.731642321440819
21722,21550,OR4303812227820150801,NATIONAL CREEK COMPLEX,2015,8,1,Wildfire,B779A97A-6BE9-4334-9D09-43CF6693F390,25418,MTBS,Extended,20150801,804503020150718,804503020160704,,32,21,-970,-150,70,229,430,,43.068,-122.208,0.00963810491192013,0.681588949251169
21723,6217,OR4327411886120150217,SOUTH MALHEUR LAKE RX FY15,2015,2,17,Prescribed Fire,,25570,MTBS,Initial (SS),20150217,,804303020150415,,-9999,-9999,9999,9999,-50,-9999,-9999,,43.289,-118.879,0.00279035975709601,0.306017638294942
21724,8792,OR4330711729220150629,LESLIE GULCH,2015,6,29,Wildfire,DD21E972-321B-4C51-A7A7-C3D6E817719A,23834,MTBS,Initial,20150629,804203020140726,804203020150729,,27,-9999,-970,-150,70,270,9999,,43.287,-117.298,0.00387408015297115,0.354818928862699
21725,2155,OR4332112296020150728,CABLE CROSSING,2015,7,28,Wildfire,D0519A06-2E24-4B17-AC68-5E3E10D0BFCA,25299,MTBS,Initial,20150728,804603020150607,804603020160625,,17,-9999,-970,-150,50,281,540,,43.304,-122.986,0.00096764087303572,0.199472421022223
21726,1087,OR4340211847020150810,ALDER CREEK,2015,8,10,Wildfire,8DB87B05-D015-446A-8F2F-D5D860E4D4CA,23842,MTBS,Initial,20150810,804303020150720,804303020150821,,14,-9999,-970,-150,50,300,9999,,43.392,-118.476,0.000488872981717053,0.115229119714746
21727,1100,OR4354911912820150705,RADAR,2015,7,5,Wildfire,44D0050A-7734-4F20-872D-B81E6990538A,23857,MTBS,Initial,20150705,804303020140717,804303020150720,,44,-9999,-970,-150,50,240,9999,,43.531,-119.12,0.000495724625191308,0.139725926590277
21728,49260,OR4398911806120150811,BENDIRE COMPLEX,2015,8,11,Wildfire,3807C38F-E9BD-409A-A6A7-DC608743EF56,23823,MTBS,Initial,20150811,804302920140903,804302920150906,,-12,-9999,-970,-150,50,380,9999,,44.026,-117.947,0.022378860377181,1.55727530465353
21729,109786,OR4428411896120150812,CANYON CREEK COMPLEX,2015,8,12,Wildfire,8BD09462-6EC9-48E7-9856-DDBBE332ADFF,25658,MTBS,Extended,20150812,804302920150720,804302920160807,,1,29,-970,-150,50,222,430,Used perimeter scene and edited GeoMAC perimeter. Some of the burn scar to the N is not visible in EA.,44.301,-118.85,0.0500972854135453,1.881767280451
21730,30303,OR4431411958420150629,CORNER CREEK 0297 PR,2015,6,29,Wildfire,57C392B0-3619-4668-9C66-5C178D41EC4A,25820,MTBS,Extended,20150629,804402920140708,804402920160713,,34,41,-970,-150,50,292,560,,44.249,-119.607,0.0138220697582231,0.73675292501625
21731,20962,OR4432311810120150814,ELDORADO,2015,8,14,Wildfire,749879C3-F012-460A-A10D-DAA0F2E0C8F7,23825,MTBS,Initial,20150814,804302920140818,804302920150821,,35,-9999,-970,-150,50,400,580,,44.329,-118.08,0.0095704991456638,0.933790788467585
21732,12210,OR4440011733620150805,LIME HILL,2015,8,5,Wildfire,CB556260-1F91-4A75-B3E4-3E456C4782CF,23826,MTBS,Initial,20150805,804202920140912,804202920150915,,-27,-9999,-970,-150,50,290,9999,,44.37,-117.33,0.0055801006412998,0.43540357732967
21733,102553,OR4458511775220150810,CORNET-WINDY RIDGE,2015,8,10,Wildfire,,25662,MTBS,Extended,20150810,804302920140701,804302920160620,,-19,42,-970,-150,50,205,400,,44.592,-117.728,0.0470293924981755,1.52254975090686
21734,4762,OR4459311956220150627,0268 SUGARLOAF PR,2015,6,27,Wildfire,67FB9A38-CEF9-4E3E-9CFF-1B9885E0B3D0,25819,MTBS,Initial,20150627,804402920130806,804402920150812,,-32,15,-970,-150,50,292,560,,44.588,-119.585,0.00218417524691054,0.55905593614179
21735,2746,OR4479812122620150610,CEREMONIAL PIT,2015,6,10,Wildfire,CF64B29A-20CA-411F-A720-314DBF5F62D0,23871,MTBS,Initial,20150610,804502920140715,804502920150702,,44,-9999,-970,-150,80,230,9999,,44.801,-121.19,0.00126411190557659,0.171320042580968
21736,70908,OR4483012137720150812,COUNTY LINE 2,2015,8,12,Wildfire,836E6E53-AB76-418D-BC85-3C6CA1B1AE59,23867,MTBS,Initial,20150812,804502920141003,804502920150920,,9,-9999,-970,-150,50,310,9999,,44.829,-121.39,0.0326448849815517,1.69155264727569
21737,18369,OR4483511722120150912,DRY GULCH,2015,9,12,Wildfire,5B4A0519-35F2-43E3-AC8B-14F1C60FF24D,23827,MTBS,Initial,20150912,804202920140912,804202920150915,,59,-9999,-970,-150,70,340,9999,,44.829,-117.139,0.00845871497669537,0.618048969813461
21738,7234,OR4492212094420150708,0368 TEN MILE CANYON  RN,2015,7,8,Wildfire,81651D6C-72C5-456C-8D18-0056857913B1,23874,MTBS,Initial,20150708,804502920150702,804502920150718,,31,-9999,-970,-150,50,250,9999,,44.889,-120.987,0.00333480130661307,0.322834767931699
21739,14502,OR4500511742020150811,EAGLE,2015,8,11,Wildfire,77F4157B-A6CB-4682-9D22-2E4EDDF6BF25,25639,MTBS,Extended,20150811,804202920150729,804202920160731,,14,37,-970,-150,50,275,530,,45.028,-117.373,0.00670042782780954,0.930633887370917
21740,1887,OR4501911948920151102,UNNAMED,2015,11,2,Prescribed Fire,,25827,MTBS,Extended,20151102,804402920140708,804402920160713,804402920151116,66,17,-970,-150,40,300,9999,,45.023,-119.491,0.000872241968708168,0.182098289285268
21741,1162,OR4516412102520150909,0590 RN OVEN,2015,9,9,Wildfire,A8DF53E8-1AD5-4948-83F7-1708520143DF,23875,MTBS,Initial,20150909,804502920150819,804502920150920,,15,-9999,-970,-150,50,300,9999,,45.147,-121.017,0.000538407998330153,0.129429505092239
21742,3241,OR4535212022220150825,0561 RN SEE SAW FIRE,2015,8,25,Wildfire,459C9151-A93B-4CE5-A83E-73F19A70BDFA,23861,MTBS,Initial,20150825,804502820150819,804502820150920,,-4,-9999,-970,-150,50,290,9999,,45.345,-120.197,0.00150594568544075,0.319703733191321
21743,2548,OR4560811806120150801,PHILLIPS CREEK,2015,8,1,Wildfire,B2BF40C7-FD0E-41D3-8DB0-6751B7594818,25836,MTBS,Extended,20150801,804302820140717,804302820160823,,-9,45,-970,-150,50,297,570,,45.596,-118.033,0.00118917635238207,0.200186515464116
21744,27736,OR4566011972520150608,UNNAMED,2015,6,8,Unknown,,26403,MTBS,Initial,20150608,804402820140708,804402820150625,,-52,11,-970,-150,50,9999,9999,,45.681,-119.776,0.0129598729353037,0.859767515877074
21745,8467,OR4598111899520150913,STATE LINE COMMAND,2015,9,13,Wildfire,C78213E4-1E70-4586-B0D5-3BDA0436FA07,23954,MTBS,Initial,20150913,804402820140926,804402820150929,,-60,-9999,-970,-150,90,400,9999,,46.012,-118.942,0.00398067561741675,0.553036928908047
21746,728,PA4077807569420150418,RAZOR FIRE,2015,4,18,Wildfire,A590C3EC-4C4A-428F-9E45-49A3144C4F12,24060,MTBS,Initial,20150418,801503220140526,801503220150529,,-22,-9999,-970,-150,40,304,9999,,40.779,-75.682,0.000314544015150339,0.120374316862226
21747,666,PA4111907568320150503,PIPELINE 1,2015,5,3,Wildfire,E55F18F8-6B82-448E-A8BB-A1D131FB471B,23882,MTBS,Initial (SS),20150503,,801503120150529,,-9999,-9999,9999,9999,655,400,-9999,,41.123,-75.677,0.000289186399319689,0.0949965921820117
21748,2111,SC3305007973320150409,UNNAMED,2015,4,9,Prescribed Fire,,24532,MTBS,Initial,20150409,501603720110509,701603720150426,,8,-9999,-970,-150,50,300,9999,,33.067,-79.728,0.000824924547205636,0.209150778097751
21749,2407,SC3306707965020150526,UNNAMED,2015,5,26,Prescribed Fire,,24565,MTBS,Initial,20150526,801603720140517,801603720150621,,-37,-9999,-970,-150,30,280,9999,,33.075,-79.64,0.000940930888716306,0.37835163066635
21750,1645,SC3315007948320150514,UNNAMED,2015,5,14,Prescribed Fire,,24551,MTBS,Initial,20150514,801603720140618,801603720150621,,6,-9999,-970,-150,30,280,9999,,33.158,-79.487,0.000643471935448328,0.13074835820858
21751,1292,SC3316707948320150216,UNNAMED,2015,2,16,Prescribed Fire,,24518,MTBS,Initial,20150216,801603720140314,801603720150402,,-57,-9999,-970,-150,20,9999,9999,,33.173,-79.49,0.000505648746918953,0.154670089326911
21752,1657,SC3318307945020150530,UNNAMED,2015,5,30,Prescribed Fire,,24569,MTBS,Initial,20150530,801603720140618,801603720150621,,10,-9999,-970,-150,30,280,9999,,33.184,-79.461,0.000648620973319686,0.190203335216729
21753,2388,SC3318307985020150505,UNNAMED,2015,5,5,Prescribed Fire,,24547,MTBS,Initial,20150505,801603720140618,801603720150621,,-6,-9999,-970,-150,40,310,9999,,33.185,-79.833,0.000934647713265772,0.216355201327494
21754,1960,SC3318307988320150423,UNNAMED,2015,4,23,Prescribed Fire,,24535,MTBS,Initial,20150423,801603720140517,701603720150426,,10,-9999,-970,-150,20,280,9999,,33.194,-79.882,0.000767109449298594,0.13222695856984
21755,1625,SC3321707948320150304,UNNAMED,2015,3,4,Prescribed Fire,,24524,MTBS,Initial,20150304,801603720140314,801603720150402,,-23,-9999,-970,-150,10,260,9999,,33.225,-79.493,0.000636224158446442,0.183784774260769
21756,620,SC3321707966020150312,UNNAMED,2015,3,12,Prescribed Fire,,24525,MTBS,Initial,20150312,801603720140314,801603720150402,,2,-9999,-970,-150,10,250,9999,,33.222,-79.662,0.0002429730382927,0.137595078854057
21757,3367,SC3323307951720150519,UNNAMED,2015,5,19,Prescribed Fire,,24562,MTBS,Initial,20150519,801603720140618,801603720150621,,5,-9999,-970,-150,50,260,9999,,33.217,-79.525,0.00119720728555619,0.274245165932311
21758,667,SC3323307958320150502,UNNAMED,2015,5,2,Prescribed Fire,,24545,MTBS,Initial,20150502,801603720140618,801603720150621,,9,-9999,-970,-150,20,9999,9999,,33.238,-79.592,0.00026147346043732,0.0787732986966495
21759,1134,SC3323307975020150523,UNNAMED,2015,5,23,Prescribed Fire,,24563,MTBS,Initial,20150523,801603720140618,801603720150621,,-8,0,-970,-150,30,284,9999,,33.244,-79.745,0.000444106588304709,0.125506075212447
21760,665,SC3383008215020150505,UNNAMED,2015,5,5,Prescribed Fire,,24586,MTBS,Initial,20150505,801703720140508,801703720150511,,-17,-9999,-970,-150,20,280,9999,,33.831,-82.163,0.000262163140340739,0.180421574501484
21761,1278,SC3395008208020150423,UNNAMED,2015,4,23,Prescribed Fire,,24725,MTBS,Initial,20150423,801703620140508,801703620150511,,-6,-9999,-970,-150,40,280,9999,,33.949,-82.086,0.000504435328261548,0.189985333005192
21762,947,SC3406008235020150316,UNNAMED,2015,3,16,Prescribed Fire,,24294,MTBS,Initial,20150316,801803620140413,801803620150331,,43,-9999,-970,-150,50,250,9999,,34.063,-82.343,0.000374634975352334,0.107193485395794
21763,1615,SC3438008153020150326,UNNAMED,2015,3,26,Prescribed Fire,,24284,MTBS,Initial,20150326,801703620140321,801703620150409,,19,0,-970,-150,-10,9999,9999,,34.389,-81.527,0.000640758168651119,0.173788423115625
21764,1351,SC3443008155020150317,UNNAMED,2015,3,17,Prescribed Fire,,24283,MTBS,Initial,20150317,801703620140321,801703620150324,,-23,-9999,-970,-150,30,270,9999,,34.433,-81.552,0.00053650659984975,0.140307649283143
21765,2690,SC3455008141020150412,UNNAMED,2015,4,12,Prescribed Fire,,24286,MTBS,Initial,20150412,801703620140508,801703620150511,,-15,-9999,-970,-150,20,9999,9999,,34.548,-81.408,0.00106948036678605,0.168258058323698
21766,659,SC3455808028720150316,SCCRR FY15 RX COMP 11,2015,3,16,Prescribed Fire,,24277,MTBS,Initial,20150316,801603620140314,801603620150317,,-21,-9999,-970,-150,10,270,9999,,34.55,-80.299,0.00026194744941299,0.065672279632827
21767,941,SC3458008163020150506,UNNAMED,2015,5,6,Prescribed Fire,,24287,MTBS,Initial,20150506,801703620140508,801703620150511,,-9,-9999,-970,-150,1,9999,9999,,34.587,-81.635,0.000374465165235198,0.100413289232706
21768,655,SC3468308145020150311,UNNAMED,2015,3,11,Prescribed Fire,,24282,MTBS,Initial,20150311,801703620140321,801703620150324,,-24,-9999,-970,-150,40,290,9999,,34.698,-81.466,0.000261071729112225,0.0727366263988418
21769,797,SC3481808317020150503,UNNAMED,2015,5,3,Prescribed Fire,,24313,MTBS,Initial,20150503,801803620140803,801803620150619,,50,-9999,-970,-150,50,310,9999,,34.824,-83.172,0.000317977187233933,0.114335256961202
21770,1968,SD4310910110920150329,FORT,2015,3,29,Wildfire,5B101B39-C461-4A0A-94E2-B297B2A7B868,24159,MTBS,Initial,20150329,803203020140314,703203020150410,,-61,-9999,-970,-150,-10,9999,9999,,43.075,-101.086,0.000880271375782378,0.202000304208118
21771,6441,SD4352810349220150413,COLD BROOK,2015,4,13,Wildfire,78D259A3-3F00-4ACF-A3BE-07D568A10137,22740,MTBS,Extended,20150413,803303020140727,803303020150730,703303020150503,-27,-9999,-970,-150,15,233,475,,43.539,-103.466,0.00290192387942414,0.319580878109653
21772,13837,SD4539110392120150328,SHEEP DRAW,2015,3,28,Wildfire,AAF06D17-BF03-4265-B8AC-F5096D5B3456,26037,MTBS,Initial,20150328,803402820130512,803402820150518,,-53,20,-970,-150,-20,212,460,,45.372,-103.88,0.00643196739731173,0.439783798790879
21773,2768,SD4556510323420150401,MOONSHINE,2015,4,1,Wildfire,971FCF15-70D8-454A-988A-3F832D6592D6,26646,MTBS,Initial,20150401,803302820150308,803302820150409,,39,27,-970,-150,40,299,580,,45.552,-103.192,0.00129082946872661,0.269007679727609
21774,871,TN3561508386020150308,ARBUTUS RIDGE RX,2015,3,8,Prescribed Fire,,10000643,MTBS,Extended,20150308,801903520140623,801903520150626,,3,-9999,-970,-150,30,105,9999,Perimeter provided by NPS,35.611,-83.855,0.00035084605919167,0.12553496710948
21775,531,TN3645208481420150401,DARROW RIDGE 2015,2015,4,1,Prescribed Fire,,10000317,MTBS,Initial,20150401,801903520140420,801903520150423,,-9,-9999,-970,-150,50,360,9999,Slight edit to perimeter provided by NPS,36.452,-84.815,0.000216273094617263,0.115785009574386
21776,1536,TX2821309685720150108,ARANSAS FY 2015 RX,2015,1,8,Prescribed Fire,,25879,MTBS,Initial,20150108,802604020140115,802604020150118,,-87,36,-970,-150,50,292,560,,28.234,-96.84,0.000571741239257537,0.164600048312537
21777,6590,TX2958709433220150213,WF WEST END 2015,2015,2,13,Wildfire,88BE651B-94A2-433D-8EDC-CE146D13DE39,24038,MTBS,Initial (SS),20150213,,702503920150324,,-9999,-9999,9999,9999,400,-9999,-9999,,29.588,-94.341,0.00248334767094313,0.472987482646373
21778,4672,TX2961709427320150730,WF FEE TITLE 2015,2015,7,30,Wildfire,CC013C68-DAAE-4222-9B12-E70DE27E6622,24161,MTBS,Initial,20150730,802503920140820,802503920150807,,-24,-9999,-970,-150,40,336,9999,,29.619,-94.285,0.00176136024841514,0.328961677515389
21779,8840,TX2965109419420150905,WF UNIT 1 1/2,2015,9,5,Wildfire,,25085,MTBS,Initial,20150905,802404020140930,802404020150917,,17,-9999,-970,-150,60,9999,9999,,29.642,-94.207,0.00333306968432061,0.493868901694585
21780,4635,TX2970809391120151004,WF TEXAS POINT NORTHEAST,2015,10,4,Wildfire,5081AAD3-6F3E-46FF-B6EB-FAADDE11377C,24135,MTBS,Initial,20151004,802403920141016,802403920151019,,5,30,-970,-150,50,300,9999,,29.705,-93.93,0.00174850439866033,0.549155555626148
21781,17881,TX3000510039120150811,BROWN RANCH,2015,8,11,Wildfire,E40B2AC3-9010-404A-BA4D-C64BFB2D9474,23866,MTBS,Initial,20150811,802903920150803,802903920150819,,37,-9999,-970,-150,70,310,9999,,29.993,-100.428,0.00676441542712076,0.621808889446285
21782,3807,TX3007509714920151013,HIDDEN PINES,2015,10,13,Wildfire,AE93BF0F-381C-4975-81DD-19C30034C65A,25867,MTBS,Extended,20151013,802603920140726,802603920160715,802603920151118,-38,21,-970,-150,50,292,560,,30.081,-97.183,0.00144164532088066,0.281529498730138
